pmcid,title,lang,lines_full,chars_core,cjk_chars_core,cjk_ratio,tokens_full,tokens_body,tokens_core,chars_per_token_core,removed_pct,tail_cut,n_paras,para_tok_p50,para_tok_p90,para_tok_max,tab_lines
PMC11012052,Iron Metabolism and Inflammatory Mediators in Patients with Renal Dysf,en,428,46561,0,0.0,28210,27740,12628,3.687,55.2,True,99,112,293,450,0
PMC11561119,Multi-trait association analysis reveals shared genetic loci between A,en,430,49321,0,0.0,22604,21658,12670,3.893,43.9,True,100,99,301,814,23
PMC12626506,Pan-cancer multi-omics profiling of MS4A2 unveils its functional lands,en,276,46861,0,0.0,15713,14994,12670,3.699,19.4,True,94,49,390,915,0
PMC8320299,Systemic infection exacerbates cerebrovascular dysfunction in Alzheime,en,346,49325,0,0.0,19312,18590,12746,3.87,34.0,True,85,120,338,616,21
PMC13132715,Metabolic syndrome and kidney dysfunction: emerging molecular and cell,en,487,52436,0,0.0,24887,24263,12750,4.113,48.8,True,132,88,172,511,12
PMC10323925,Low concentrations of medium-sized HDL particles predict incident CVD ,en,328,46543,0,0.0,18083,17118,12824,3.629,29.1,True,58,188,544,764,50
PMC10782608,Family planning behaviours among women with diabetes mellitus: a scopi,en,787,58399,0,0.0,18186,17441,12841,4.548,29.4,True,294,8,112,3198,122
PMC9386961,Prevalence and risk factors of prehypertension and hypertension in Alg,en,649,50374,0,0.0,18230,17476,12861,3.917,29.5,True,157,49,153,1671,213
PMC6214001,The Proposal of Molecular Mechanisms of Weak Organic Acids Intake-Indu,en,324,47908,0,0.0,27413,26918,12869,3.723,53.1,True,41,157,953,1529,22
PMC12221810,Genetically determined Alzheimer's disease research advances: The Down,en,526,55001,0,0.0,20499,18319,12877,4.271,37.2,True,139,71,185,989,9
PMC12542130,Hypertension prevalence and associated factors among bank workers in A,en,583,51070,0,0.0,20788,20073,12900,3.959,37.9,True,180,23,173,2099,60
PMC8395801,Hipertensão Arterial e Ácido Úrico Sérico em Idosos - Estudo SEPHAR II,en,452,50456,0,0.0,13661,12990,12990,3.884,4.9,False,124,71,219,2522,97
PMC4404276,Rodent models of neuroinflammation for Alzheimer’s disease,en,443,51191,0,0.0,24961,24469,12992,3.94,48.0,True,106,97,301,720,14
PMC5842784,Metabolic brain networks in aging and preclinical Alzheimer's disease,en,343,53476,0,0.0,20992,20506,13113,4.078,37.5,True,92,34,372,1038,26
PMC7028821,Diagnosis of myocardial infarction at autopsy: AECVP reappraisal in th,en,426,51769,0,0.0,20264,19371,13129,3.943,35.2,True,119,18,318,669,46
PMC13224957,Diabetes mellitus with inadequate blood sugar control increases mortal,en,334,51784,0,0.0,14131,13153,13153,3.937,6.9,False,73,113,297,3576,72
PMC5854359,Cost-effectiveness analysis of elbasvir-grazoprevir regimen for treati,en,539,49401,0,0.0,18650,16821,13189,3.746,29.3,True,133,57,270,547,138
PMC9816180,Single-cell-led drug repurposing for Alzheimer’s disease,en,350,51492,0,0.0,18494,17933,13223,3.894,28.5,True,87,86,470,894,52
PMC3900389,"A Neurotoxic Glycerophosphocholine Impacts PtdIns-4, 5-Bisphosphate an",en,325,46200,0,0.0,21607,20743,13287,3.477,38.5,True,69,86,459,1123,0
PMC11135165,Alcohol Use Disorder and Dementia: A Review,en,610,51272,0,0.0,39925,39510,13361,3.837,66.5,True,80,130,367,597,21
PMC3124550,Amitriptyline-Mediated Cognitive Enhancement in Aged 3×Tg Alzheimer's ,en,252,49536,0,0.0,18687,17880,13363,3.707,28.5,True,50,86,746,1748,0
PMC7037353,Unfavorable Reduction in the Ratio of Endothelin B to A Receptors in E,en,332,47573,0,0.0,18492,17883,13391,3.553,27.6,True,82,138,322,865,58
PMC13083371,Short-Term Safety and Healthcare Utilization Following Intragastric Ba,en,448,52779,0,0.0,20052,19224,13454,3.923,32.9,True,102,74,368,610,108
PMC9329413,Myeloid leukocytes’ diverse effects on cardiovascular and systemic inf,en,333,50883,0,0.0,26441,25615,13495,3.771,49.0,True,59,175,533,1155,0
PMC9842641,Exploring the mechanism of active components from ginseng to manage di,en,400,49457,0,0.0,17641,16956,13517,3.659,23.4,True,110,13,360,1102,68
PMC8932168,Association between total and leisure time physical activity and risk ,en,591,49745,0,0.0,17250,16423,13548,3.672,21.5,True,99,47,271,1567,284
PMC13249244,Proteome-wide genetic study identified therapeutic targets for early-o,en,314,50147,0,0.0,19046,18413,13601,3.687,28.6,True,90,39,425,882,14
PMC10855633,From Acute to Chronic: Unraveling the Pathophysiological Mechanisms of,en,402,50146,0,0.0,29053,28405,13622,3.681,53.1,True,72,135,467,1014,23
PMC4719699,Genome-wide12 DNA methylation profiling in the superior temporal gyrus,en,346,50417,0,0.0,21413,20745,13706,3.678,36.0,True,81,103,404,930,26
PMC9821184,The Role of the JAK/STAT Signaling Pathway in the Pathogenesis of Alzh,en,390,51710,0,0.0,24639,24146,13728,3.767,44.3,True,87,133,343,568,30
PMC6885231,Atorvastatin Improves Hepatic Lipid Metabolism and Protects Renal Dama,en,280,47901,0,0.0,14217,13770,13770,3.479,3.1,False,76,41,431,3634,31
PMC5992611,A guide to using functional magnetic resonance imaging to study Alzhei,en,385,56646,0,0.0,27022,26527,13837,4.094,48.8,True,98,89,336,700,0
PMC10815764,Focus on Mitochondrial Respiratory Chain: Potential Therapeutic Target,en,474,53472,0,0.0,33750,33180,13881,3.852,58.9,True,82,93,375,1737,47
PMC5316179,Formulation of evidence-based messages to promote the use of physical ,en,543,63798,0,0.0,18615,17666,13889,4.593,25.4,True,127,59,229,1553,105
PMC13204155,MicroRNAs in Pediatric Primary Hypertension: Promising Biomarkers or C,en,403,56393,0,0.0,23934,23464,13913,4.053,41.9,True,104,108,287,1047,30
PMC6706224,Sarcopenia and sarcopenic obesity as prognostic predictors in hospital,en,679,54304,0,0.0,19304,18836,13915,3.903,27.9,True,146,76,223,393,262
PMC6980611,Redefining transcriptional regulation of the APOE gene and its associa,en,755,50772,0,0.0,27325,25895,13949,3.64,49.0,True,78,154,402,653,37
PMC5888938,Left frontal hub connectivity delays cognitive impairment in autosomal,en,468,53941,0,0.0,22135,20259,14009,3.85,36.7,True,77,145,469,778,55
PMC10917100,Emotional dampening in hypertension: Impaired recognition of implicit ,en,328,60235,0,0.0,18482,17859,14321,4.206,22.5,True,91,95,393,635,42
PMC2663557,Gene therapy by electroporation for the treatment of chronic renal fai,en,866,50666,0,0.0,14740,14352,14352,3.53,2.6,False,101,67,288,2930,305
PMC5983168,Pericardial application as a new route for implanting stem‐cell cardio,en,367,53846,0,0.0,18394,17503,14394,3.741,21.7,True,113,40,369,733,34
PMC10572926,Mitochondria and Oxidative Stress as a Link between Alzheimer’s Diseas,en,395,56452,0,0.0,30030,29447,14396,3.921,52.1,True,84,134,372,785,0
PMC8215706,Fractalkine (CX3CL1) and Its Receptor CX3CR1: A Promising Therapeutic ,en,292,53702,0,0.0,24082,23447,14416,3.725,40.1,True,53,257,529,720,19
PMC13205020,Ultra-Processed Foods and Chronic Kidney Disease: Is Inflammaging the ,en,367,57043,0,0.0,23273,22722,14454,3.947,37.9,True,80,141,338,1265,24
PMC4132648,A data-driven model of biomarker changes in sporadic Alzheimer's disea,en,392,57347,0,0.0,18917,18342,14517,3.95,23.3,True,95,105,399,767,62
PMC1594582,"A randomized, double blind, cross-over, placebo-controlled clinical tr",en,474,53987,0,0.0,15018,14521,14521,3.718,3.3,False,155,19,203,4864,60
PMC11313584,Incident heart failure in chronic kidney disease: proteomics informs b,en,469,50901,0,0.0,21202,19547,14552,3.498,31.4,True,96,42,390,1718,81
PMC12820519,Proprotein Convertase Subtilisin/Kexin Type 9 Induces Platelet‐Derived,en,383,48139,0,0.0,15309,14585,14585,3.301,4.7,False,142,6,274,4411,0
PMC8347098,Acute Stress-Induced Blood Lipid Reactivity in Hypertensive and Normot,en,393,52520,0,0.0,18892,18177,14599,3.598,22.7,True,101,87,395,995,90
PMC12238016,Chronic kidney disease as a catalyst for cerebral microbleeds: underst,en,510,60334,0,0.0,27320,26540,14672,4.112,46.3,True,138,17,319,730,18
PMC12678194,Identification of an Exosomal miRNA Signature in Newly Diagnosed Essen,en,505,57244,0,0.0,21015,20143,14693,3.896,30.1,True,130,88,237,927,96
PMC11852269,Propionate and butyrate counteract renal damage and progression to chr,en,420,53808,0,0.0,21509,20191,14705,3.659,31.6,True,97,120,351,931,55
PMC5224976,Maysin and Its Flavonoid Derivative from Centipedegrass Attenuates Amy,en,265,52427,0,0.0,20344,19245,14720,3.562,27.6,True,64,184,568,975,0
PMC10994526,Uncovering the distinct macro-scale anatomy of dysexecutive and behavi,en,411,59515,0,0.0,21033,19896,14751,4.035,29.9,True,78,133,499,1345,79
PMC8422756,"Association of plasma and CSF cytochrome P450, soluble epoxide hydrola",en,436,56219,0,0.0,22306,21116,14791,3.801,33.7,True,100,68,473,921,91
PMC13361392,"Food-Derived Multi-Target Antihypertensive Peptides: Sources, Mechanis",en,341,60561,0,0.0,24414,23526,14811,4.089,39.3,True,77,90,466,840,25
PMC11017426,Neurological and metabolic related pathophysiologies and treatment of ,en,523,58744,0,0.0,34899,33874,14842,3.958,57.5,True,92,92,395,857,32
PMC12280795,Diagnosis of Early Alzheimer's Disease: Clinical Practice in 2021,en,452,64826,0,0.0,24358,23907,14845,4.367,39.1,True,116,108,291,663,63
PMC8301937,The Relationship between Diabetes Mellitus and Gastric Cancer and the ,en,768,59053,0,0.0,34783,34307,14852,3.976,57.3,True,197,32,182,678,86
PMC12561165,Data Augmentation-Enhanced Myocardial Infarction Classification and Lo,en,526,61038,0,0.0,18925,18208,15000,4.069,20.7,True,166,68,219,495,105
PMC6126877,MDHGI: Matrix Decomposition and Heterogeneous Graph Inference for miRN,en,495,53398,0,0.0,22399,21471,15197,3.514,32.2,True,93,70,453,818,113
PMC13170013,Hypertension is a marker of the micro-epidemiologic transition in agei,en,470,53648,0,0.0,20347,19418,15225,3.524,25.2,True,128,30,252,1779,88
PMC10151197,"Educational attainment, structural brain reserve and Alzheimer’s disea",en,423,65662,0,0.0,26563,25655,15412,4.26,42.0,True,75,166,454,747,46
PMC10368642,Compilation of reported protein changes in the brain in Alzheimer’s di,en,379,62349,0,0.0,21154,20397,15432,4.04,27.0,True,100,73,357,1542,48
PMC4454597,Neuronal Cx3cr1 Deficiency Protects against Amyloid β-Induced Neurotox,en,430,53676,0,0.0,22037,21215,15602,3.44,29.2,True,107,92,355,653,88
PMC13218652,Subsequent Hypertension’s Mediation of the Association Between Sleep D,en,454,63480,0,0.0,19650,18870,15885,3.996,19.2,True,98,36,386,1409,104
PMC8965260,Renal biomarkers in cats: A review of the current status in chronic ki,en,626,59490,0,0.0,35394,34616,15885,3.745,55.1,True,143,29,294,517,26
PMC9376240,Circular RNAs in diabetes mellitus and its complications,en,445,57995,0,0.0,27963,27389,16143,3.593,42.3,True,72,87,428,3156,102
PMC10564759,Proteomics of CKD progression in the chronic renal insufficiency cohor,en,400,63011,0,0.0,21814,20377,16147,3.902,26.0,True,104,121,364,1250,33
PMC12104544,Uncovering Novel Anti-Lung Cancer Compounds: Insights from Marine Spon,en,463,58105,0,0.0,20243,19452,16260,3.573,19.7,True,123,89,240,1339,116
PMC6679484,The neuropathological diagnosis of Alzheimer’s disease,en,430,62997,0,0.0,27031,26552,16284,3.869,39.8,True,102,10,555,1027,37
PMC8646025,Managing Severe Dysgeusia and Dysosmia in Lung Cancer Patients: A Syst,en,587,67784,0,0.0,21411,20518,16307,4.157,23.8,True,153,59,160,2366,113
PMC13189452,Bioinformatics Combined With Biological Experiments to Explore the Pro,en,330,53981,0,0.0,17276,16350,16350,3.302,5.4,False,102,82,246,5607,20
PMC3296233,From Brain to Behavior: Hypertension's Modulation of Cognition and Aff,en,257,69594,0,0.0,16720,16394,16394,4.245,1.9,False,49,156,515,6393,5
PMC13481201,Chronic obstructive pulmonary disease and diabetes mellitus: a bidirec,en,487,68998,0,0.0,22017,21309,16410,4.205,25.5,True,156,61,188,3505,32
PMC9587068,Characterization of microtubule-associated protein tau isoforms and Al,en,416,60813,0,0.0,24090,23458,16428,3.702,31.8,True,127,12,430,904,12
PMC8699079,Mitochondrial Bioenergetic and Proteomic Phenotyping Reveals Organ-Spe,en,281,59827,0,0.0,22450,21958,16455,3.636,26.7,True,85,95,493,1429,0
PMC10341567,Investigation of Potential Drug Targets for Cholesterol Regulation to ,en,418,66344,0,0.0,27084,26666,16888,3.928,37.6,True,79,121,567,698,89
PMC11892870,Kaempferia parviflora extract and its methoxyflavones as potential ant,en,434,65334,0,0.0,25037,23685,16964,3.851,32.2,True,123,53,384,743,13
PMC13190168,Association between hypertension and risk of respiratory failure and m,en,600,63414,0,0.0,22297,21551,17031,3.723,23.6,True,127,38,319,1648,222
PMC9973389,Smoking-associated Downregulation of FILIP1L Enhances Lung Adenocarcin,en,354,62225,0,0.0,25808,24984,17142,3.63,33.6,True,81,166,542,772,0
PMC4834151,Role of Myeloperoxidase in Patients with Chronic Kidney Disease,en,226,61626,0,0.0,17567,17179,17179,3.587,2.2,False,45,236,448,7603,0
PMC9704759,Dosing time optimization of antihypertensive medications by including ,en,449,65032,0,0.0,25365,24260,17476,3.721,31.1,True,118,84,372,819,56
PMC12669179,γδ T cells in diabetes mellitus: dual roles and therapeutic implicatio,en,477,65093,0,0.0,29755,29172,17507,3.718,41.2,True,116,16,511,1156,44
PMC11583597,"Brain uptake pharmacokinetics of albiglutide, dulaglutide, tirzepatide",en,460,61942,0,0.0,26157,25349,17620,3.515,32.6,True,129,95,319,659,48
PMC11980039,Metabolomics for the Identification of Biomarkers in Kidney Diseases,en,368,62153,0,0.0,18066,17648,17648,3.522,2.3,False,94,89,199,9164,19
PMC8018890,Zinc Status Alters Alzheimer's Disease Progression through NLRP3-Depen,en,301,63702,0,0.0,22898,21794,17736,3.592,22.5,True,79,203,494,832,18
PMC2519786,Mechanisms of Hybrid Oligomer Formation in the Pathogenesis of Combine,en,426,64606,0,0.0,26752,25977,17791,3.631,33.5,True,89,198,452,750,29
PMC11546175,Epigenetic DNA Methylation and Protein Homocysteinylation: Key Players,en,493,68720,0,0.0,34269,33636,18198,3.776,46.9,True,124,137,351,467,0
PMC4593589,"Oral TNFα Modulation Alters Neutrophil Infiltration, Improves Cognitio",en,396,65245,0,0.0,24902,24096,18474,3.532,25.8,True,109,147,373,645,12
PMC10202804,Machine learning for diagnosis of myocardial infarction using cardiac ,en,535,76017,0,0.0,24885,22576,18492,4.111,25.7,True,159,37,300,884,39
PMC11634311,Osteoprotegerina e Disfunção Vascular em Pacientes com Doença Renal Cr,en,552,67325,0,0.0,19601,18687,18687,3.603,4.7,False,146,93,206,3693,138
PMC8391392,New Insights on Old Biomarkers Involved in Tumor Microenvironment Chan,en,602,62890,0,0.0,23496,22791,18817,3.342,19.9,True,104,114,403,1424,293
PMC5059654,An Analysis of Anthropometric Indicators and Modifiable Lifestyle Para,en,401,64147,0,0.0,19419,18821,18821,3.408,3.1,False,89,85,282,6231,96
PMC4422728,Characterization of a Novel Mouse Model of Alzheimer’s Disease—Amyloid,en,368,64115,0,0.0,25140,24369,18839,3.403,25.1,True,107,105,461,1103,0
PMC10426223,"Cathepsin B abundance, activity and microglial localisation in Alzheim",en,455,68438,0,0.0,22900,21954,18851,3.63,17.7,True,144,21,413,1192,59
PMC6980402,Dysregulation of multiple metabolic networks related to brain transmet,en,725,71478,0,0.0,30220,28721,19045,3.753,37.0,True,142,53,363,1395,93
PMC12185656,New insights into imaging of pulmonary metastases from extra-thoracic ,en,1212,72140,0,0.0,33796,33090,19376,3.723,42.7,True,451,15,99,820,108
PMC10532649,Therapeutic Potentials of Microalgae and Their Bioactive Compounds on ,en,1107,68921,0,0.0,42988,42456,19606,3.515,54.4,True,200,12,345,679,301
PMC11484852,National trends in type 2 diabetes mellitus stratified by central adip,en,537,65516,0,0.0,28897,27905,19826,3.305,31.4,True,81,68,263,5984,189
PMC12133462,Gut-associated metabolites and diabetes pathology: a systematic review,en,811,72193,0,0.0,26410,25660,20013,3.607,24.2,True,78,88,290,6351,442
PMC6203969,Identifying associations between diabetes and acute respiratory distre,en,515,76513,0,0.0,28002,22899,20346,3.761,27.3,True,168,44,283,1039,64
PMC13073800,Chronic Kidney Disease and Cellular Senescence,en,712,78081,0,0.0,43385,42849,20392,3.829,53.0,True,131,120,368,1203,147
PMC3966409,Role of Methylglyoxal in Alzheimer's Disease,en,384,70554,0,0.0,21018,20649,20649,3.417,1.8,False,88,23,310,12017,0
PMC5784884,Brain and blood metabolite signatures of pathology and progression in ,en,766,82324,0,0.0,30566,28091,20948,3.93,31.5,True,140,69,399,1039,66
PMC2453232,iTRAQ Analysis of Complex Proteome Alterations in 3xTgAD Alzheimer's M,en,605,73907,0,0.0,25815,25188,21087,3.505,18.3,True,75,79,568,3839,320
PMC12585095,Green synthesis of silver nanoparticles from Brownlowia tersa leaf ext,en,2026,75916,0,0.0,47505,46447,21266,3.57,55.2,True,185,45,263,1851,139
PMC10980014,An integrative systems-biology approach defines mechanisms of Alzheime,en,761,83027,0,0.0,40087,38977,21749,3.818,45.7,True,123,165,437,685,0
PMC12820609,Collagen XV preserves heart function and protects from pathological re,en,399,74794,0,0.0,26683,25685,21822,3.427,18.2,True,110,161,500,799,34
PMC11193202,"Age, sex and Alzheimer’s disease: a longitudinal study of 3xTg-AD mice",en,415,84231,0,0.0,30913,29901,22018,3.826,28.8,True,125,25,449,1126,3
PMC3741956,Genetics of Alzheimer's Disease,en,387,77345,0,0.0,22560,22179,22179,3.487,1.7,False,60,146,347,13795,30
PMC13314499,SASP-mediated cellular senescence following myocardial infarction: fro,en,499,86930,0,0.0,38721,38046,22253,3.906,42.5,True,111,154,418,1121,12
PMC12953007,Mutations in ammonia transporter RhBG that impair NH3/NH4 + transport ,en,719,82002,0,0.0,33432,32732,23320,3.516,30.2,True,195,30,331,739,80
PMC10341681,Therapeutic Candidates for Alzheimer’s Disease: Saponins,en,616,78186,0,0.0,46683,45936,23370,3.346,49.9,True,57,272,684,5986,193
PMC4987477,Systemic Redox Imbalance in Chronic Kidney Disease: A Systematic Revie,en,604,81633,0,0.0,24024,23424,23424,3.485,2.5,False,108,137,296,8074,174
PMC11349294,Disentangling the relationship between cancer mortality and COVID-19 i,en,812,98094,0,0.0,29096,28455,24039,4.081,17.4,True,221,54,297,1004,262
PMC5966768,Guidelines for experimental models of myocardial ischemia and infarcti,en,789,104211,0,0.0,58353,57033,25120,4.149,57.0,True,138,165,398,723,84
PMC7787774,Oxidative Storm Induced by Tryptophan Metabolites: Missing Link betwee,en,424,90663,0,0.0,26442,25868,25868,3.505,2.2,False,109,13,511,13081,0
PMC11526289,Use of Telenursing in the conservative treatment of patients with chro,en,1025,111923,0,0.0,29980,29062,26494,4.224,11.6,True,263,72,176,1311,99
PMC10542192,Human umbilical cord mesenchymal stem cells in diabetes mellitus and i,en,613,95900,0,0.0,28338,27788,27788,3.451,1.9,False,178,10,348,14499,16
PMC5709852,Renal association clinical practice guideline on Anaemia of Chronic Ki,en,1326,114881,0,0.0,40241,39705,28182,4.076,30.0,True,545,27,135,634,3
PMC11765393,Associations Between Diabetes Mellitus and Neurodegenerative Diseases,en,795,114961,0,0.0,67722,67315,29217,3.935,56.9,True,128,73,724,1376,12
PMC11242587,Associations between Diabetes Mellitus and Selected Cancers,en,808,116570,0,0.0,62603,62185,30018,3.883,52.1,True,159,79,521,1329,39
PMC11190273,Gliovascular transcriptional perturbations in Alzheimer’s disease reve,en,676,125607,0,0.0,46189,43298,34158,3.677,26.0,True,190,123,460,1126,0
PMC8074411,Investigation of candidate genes and mechanisms underlying obesity ass,en,1568,117400,0,0.0,55779,55001,40330,2.911,27.7,True,89,20,342,22467,1169
PMC12316839,Post-myocardial Infarction Cardiac Remodeling: Multidimensional Mechan,en,1503,228900,0,0.0,126168,125444,58744,3.897,53.4,True,316,130,456,1089,46
